gene,log2FC,padj,baseMean,log2FC_pseudobulk,lfcSE,stat,pvalue,padj_pseudobulk,same_direction
MMP12,4.715,1.57e-27,23.311650752631007,3.0189019314595624,0.9630888130140546,3.134603881454811,0.001720863119579868,0.007744971815049721,True
SPRR2D,4.66,1.85e-27,11237.886834331557,5.601615167686572,0.5484423398005902,10.213681113174594,1.7220499689483232e-24,9.941347928847617e-22,True
KLK13,4.651,9.1e-51,183.89632971474083,2.532474381959569,0.3888157761973688,6.513301509334968,7.351673275482106e-11,3.895908204022061e-09,True
ADAMDEC1,4.642,2.24e-41,110.32951447239272,8.903906255973801,1.1726082034188767,7.593249160302153,3.1198181858755624e-14,3.874378863389652e-12,True
OASL,4.638,6.79e-42,206.11065210714676,1.115783175487453,0.390966525117936,2.8539097436816987,0.004318479838944635,0.01639287886260128,True
S100A9,4.62,4.21e-21,281504.2785895422,9.736212544126419,0.4687661769307938,20.769869976271398,8.107746501300435e-96,1.7318146526777727e-91,True
PRSS27,4.617,1.3e-57,137.14962741933337,2.440889247513765,0.356584810357112,6.845185707908498,7.63767260821608e-12,5.402009500380643e-10,True
HPSE,4.604,1.18e-85,189.3692843285359,1.2708383127010512,0.4012942139246113,3.166849330500927,0.0015410013741267074,0.0070817102735254885,True
OAS2,4.58,9.260000000000001e-43,342.24851782697556,3.169158320998407,0.5314975076141863,5.962696486055578,2.4810902576402507e-09,8.706252475569198e-08,True
IL36G,4.579,2.5999999999999997e-42,4411.214749612716,5.485313507137761,0.5197132184916339,10.554500659147772,4.8420724259232633e-26,3.134141424779421e-23,True
CXCL8,4.474,9.58e-18,3305.101958838492,0.7747928411361228,0.5277611053189296,1.4680749174721965,0.1420838739674263,0.25405253205627204,True
SPRR2A,4.213,5.03e-37,16014.884371749647,9.907584307001027,0.6472653880707111,15.306834707371475,6.883321542178701e-53,3.675693703523426e-49,True
SPRR2G,4.132,9.739999999999999e-30,1854.7849320146515,4.926824296777966,0.6942565592844274,7.096546991008713,1.2791246801876175e-12,1.1061580230286441e-10,True
EPSTI1,4.117,1.91e-42,457.16719848946764,3.333041761913602,0.4512698525262264,7.385917191797996,1.5140600667779417e-13,1.6251418606219513e-11,True
RSAD2,4.097,5.48e-31,201.09621270680893,2.790898499680488,0.41749211088382376,6.684913144280027,2.310616447403481e-11,1.438914499024442e-09,True
FCHSD1,4.041,4.78e-77,97.33265953057267,-0.04946137602061224,0.2687813514858079,-0.1840208621141035,0.8539970887992329,0.9047404928455318,False
CXCL13,4.029,1.85e-21,75.32130775557263,7.274276420851663,0.9928570322232461,7.326610161145564,2.360471728950445e-13,2.422057384260674e-11,True
TREX2,4.025,6.87e-35,15.930694904188359,1.0933938653769706,0.7015482108733094,1.5585441576650583,0.11910430882181809,0.22255865947284004,True
KLHDC7B-DT,4.003,1.24e-36,175.59010239602037,4.425828309215536,0.4286824129493335,10.324259114727502,5.4739760265240305e-25,3.2478924424042582e-22,True
LYZ,3.928,1.23e-18,1321.4378065171334,0.9412897510686663,0.6730185420880452,1.3986089419591734,0.16193028340706161,0.2792532579989372,True
RNASE7,3.868,1.47e-22,50.618432561819944,-0.8961197022417284,0.834328386942807,-1.0740611445876134,0.28279527781977853,0.42253127687678155,False
RHCG,3.841,5.65e-25,1730.442184201059,7.130150415095625,0.6356532976628669,11.217043066261667,3.3632869862939983e-29,2.660733704712585e-26,True
CHI3L2,3.821,6.1799999999999995e-28,607.5342025619799,4.056602457056011,0.44277761025145973,9.16171541454458,5.107879266282063e-20,1.7597467923836268e-17,True
CLEC7A,3.766,5.89e-44,550.8560146039076,3.1106577850148236,0.3747359654798691,8.300932046998645,1.0329776740360852e-16,2.1013717254676934e-14,True
IFI6,3.741,2.0199999999999997e-23,5595.394090197968,3.3979331947294837,0.4812796511934454,7.060205405118446,1.6625666024921531e-12,1.39264402467578e-10,True
HERC6,3.715,7.52e-41,444.6479178063169,3.060448358264287,0.43460270466533346,7.041945034881894,1.8957461588689825e-12,1.569501471063623e-10,True
S100A7,3.705,2.7800000000000003e-21,157939.53081114322,8.549418222167379,0.6018318090557233,14.205660275055008,8.450241842489308e-46,2.005524063950796e-42,True
OAS1,3.7,3.09e-41,778.0961572319679,2.5912456772934966,0.3655919385154779,7.08780857645687,1.3625225297371733e-12,1.1595012444297219e-10,True
MX1,3.663,9.87e-40,1677.7388097223281,3.1980773079949425,0.47228897293366595,6.771441831745074,1.2750522539718483e-11,8.591519288592643e-10,True
TYMP,3.639,7.02e-30,8437.679235905523,3.3473771927333233,0.29480727108333593,11.35445940811646,7.047444542464598e-30,5.7897467471939924e-27,True
CMPK2,3.601,5.35e-38,143.08703418377831,2.5300322578503938,0.5304972240088763,4.7691715306846945,1.8498510032978982e-06,2.597185458389675e-05,True
IFI44L,3.574,3.85e-31,805.8461390584744,2.971151946637613,0.5467113745118648,5.434589593623194,5.492269582871711e-08,1.2877593665218413e-06,True
SPRR1A,3.568,5.14e-44,220.114992760786,3.5020837911781686,0.9401281542717026,3.725113193627478,0.00019522759925041393,0.0012758027953646894,True
LTF,3.551,5.43e-13,803.2075507335784,8.648260886303351,1.0573044252348403,8.179537207916695,2.849360810398457e-16,5.4341381169742005e-14,True
CHRNA9,3.544,4.22e-46,0.8508008310049746,0.936079278004274,1.6187892973461055,0.5782588750363695,0.5630893550944412,0.6852268099986645,True
DSC2,3.515,8.77e-20,2162.772511561117,2.3797071830903156,0.42124258020718075,5.649256022313552,1.6114371039584457e-08,4.418820444053149e-07,True
HYAL4,3.513,2.79e-47,14.891541828481468,4.217475431213558,0.7233016061003568,5.830866951826443,5.514013778297008e-09,1.75790051200633e-07,True
TMC5,3.501,3.1000000000000003e-43,17.461962786431727,-2.657590461812561,0.5131256603658156,-5.179219569564932,2.228160882438885e-07,4.273625573483524e-06,False
SERPINB13,3.492,5.39e-24,839.0101005024032,3.3575884091995176,0.40543825225019636,8.281380433555013,1.2175554252037965e-16,2.4305592413414107e-14,True
VNN3P,3.484,1.2400000000000001e-29,61.4850775701097,7.289734941762042,0.8937761915593265,8.156107771279974,3.4599374142935433e-16,6.48283010257106e-14,True
CCL18,3.482,2.24e-12,31.329319974762754,1.328100849174573,0.7507248780100625,1.7690912983927667,0.07687863981202697,0.1594298782897957,True
APOBEC3A,3.461,4.34e-16,1933.8703264959745,5.511263182611796,0.6914521598328227,7.970563262025667,1.5795278295774942e-15,2.656591688171282e-13,True
VNN1,3.457,7.83e-30,141.9828568153989,6.408373956450853,0.6067597793179883,10.561632749708641,4.487868317326386e-26,2.995652101815363e-23,True
RGS20,3.436,2.66e-68,119.21925171880633,2.378660231717029,0.30415174939313194,7.820636364785418,5.255696341013787e-15,7.961820840003865e-13,True
KLK8,3.42,1e-59,1615.5785541022342,0.07383425841543435,0.43951399922126166,0.16799068640874953,0.866590606123032,0.9131456438650271,True
KRT9,3.411,5.1e-15,43.46463328419601,1.0537252754717283,0.5625507468812578,1.8731203919175434,0.06105176205024165,0.13313584863636155,True
RTP4,3.407,1.6100000000000002e-32,146.92219284055864,3.4009466884162336,0.4019017661864428,8.462134219232393,2.625281188324333e-17,6.029678084151371e-15,True
CXCL1,3.403,3.8100000000000004e-21,847.6879319884861,1.4804570061408675,0.35561481172292553,4.163091517386947,3.139674531758453e-05,0.0002759812674829652,True
IL19,3.337,8.47e-15,66.87505996629837,7.3956159460004285,0.9333094405864556,7.924077079251774,2.2984702344757724e-15,3.7477346723971377e-13,True
ISG15,3.319,1.6600000000000003e-27,2419.2896707349128,2.304122566594082,0.49688773132577274,4.637108991293323,3.5331612934288214e-06,4.462940581173248e-05,True
KLHDC7B,3.314,3.09e-20,47.308841355981414,3.7321091925012686,0.6709038208399156,5.562808075573305,2.654678032479158e-08,6.815375333383992e-07,True
S100A8,3.312,1.54e-16,254534.74674369497,8.317955777960801,0.5713582978686811,14.558212961969742,5.179412377259856e-48,1.3829031047283816e-44,True
TGM3,3.299,2.4100000000000004e-35,448.30349977605124,-0.07794373740065877,0.5159492630543959,-0.15106860883807727,0.8799215947873114,0.9221885709561342,False
BMAL2,3.294,7.59e-56,278.08047754163096,1.433012781715941,0.2532258474083013,5.659030451995493,1.522305447988316e-08,4.2150200059677993e-07,True
GDPD3,3.227,1.75e-66,142.0785612119197,1.2560052879545347,0.34608308442856356,3.6292016121746973,0.00028429914172397203,0.001747016590110484,True
STAT1,3.222,1.9300000000000002e-29,1506.3523603767237,2.02908317611408,0.3259248003907414,6.225617607747166,4.796626777913389e-10,2.0409551389687246e-08,True
GZMB,3.21,5.33e-26,107.01505658721817,1.1653037322178108,0.592481983894585,1.9668171588237575,0.04920429366757745,0.11274444461912188,True
SLC26A9,3.21,1.0100000000000001e-29,27.87988713253246,1.8526511839422446,0.6069846838226823,3.052220646284803,0.002271550578880988,0.009741080177654668,True
IFI27,3.204,3.8900000000000003e-31,42107.018356407694,3.936039692133691,0.39505363488140127,9.96330458600976,2.2060552768973816e-23,1.2082395055007198e-20,True
SLC6A14,3.197,2.14e-32,67.70352184017787,1.6209306855849455,0.7088973219394106,2.2865521358585217,0.02222197772426374,0.06058218815447013,True
TK1,3.181,9.83e-47,622.3629101057049,2.3084011704923477,0.4839679245146948,4.769740004582179,1.8446384727016752e-06,2.595617771864808e-05,True
TGM1,3.168,1.54e-45,598.4754985972752,1.454682106023354,0.4214888427327791,3.45129445560582,0.0005579045295404811,0.003041562213115027,True
TMPRSS4,3.162,3.21e-32,108.1912575655313,3.1892998826397765,0.3566521826860993,8.942325429273424,3.810654823370812e-19,1.179646188800008e-16,True
SLC5A1,3.142,1.9399999999999997e-34,228.13676783623814,0.6542702512008581,0.4955651206321402,1.3202508085441416,0.18675129337502083,0.31059553649057103,True
CD2,3.122,9.020000000000001e-22,227.83690050547705,-0.3336142964615934,0.4973073249535777,-0.6708413082247188,0.5023216290265562,0.6335748447598015,False
RRM2,3.12,7.1e-32,301.85503529916565,2.7660764031727623,0.482158948277875,5.736855891718582,9.645025526161108e-09,2.8416240722593277e-07,True
HTR3A,3.104,2.14e-13,5.491831980747562,3.2624430503821724,1.1117394272451089,2.9345393087897484,0.0033404323903972123,0.013376759628587262,True
CHAC1,3.092,1.3300000000000001e-21,33.01092705320595,1.1013199339657682,0.3942249995522175,2.7936329132264777,0.00521196056226405,0.019071971510077453,True
CXCL11,3.064,8.93e-11,32.027334511178715,4.849432037337882,0.832271013676617,5.826746285341799,5.651843556679274e-09,1.791148047042571e-07,True
PCLAF,3.057,5.5399999999999995e-30,882.2550914091279,3.075391241251425,0.4925808321659077,6.243424511117787,4.28092964781403e-10,1.8435616386553968e-08,True
SLC7A11,3.037,2.26e-42,105.03496650725519,0.9187664912189423,0.34390027391305455,2.671607326056467,0.00754889277722397,0.02577023329415119,True
GABBR1,3.034,7.32e-18,126.97673363206712,-0.8110199278823165,0.25901441412872006,-3.131176813500701,0.001741073014806548,0.007821097706891243,False
HAL,3.018,7.36e-37,219.89578333320495,0.6537610812569326,0.5600844521030881,1.1672544717177804,0.2431076188742326,0.3777390513678336,True
INA,3.015,6.979999999999999e-54,60.112284979444865,1.9812230583854908,0.5035583236355383,3.934446052011734,8.33887954096217e-05,0.0006267363370687964,True
CCR7,3.012,8.26e-19,124.28544761175267,0.8041243146618519,0.7179576630712423,1.1200163408271322,0.26270679869699354,0.3997206496195314,True
CCNB1,3.005,1.77e-33,408.0759251243562,1.3989316939889203,0.3721249999559955,3.7593058626922313,0.0001703854324810185,0.001138746194553991,True
CNFN,2.992,3.37e-48,7034.431724104595,1.4698869955658411,0.43270304300327456,3.3969878865740206,0.0006813198289565544,0.0035906714893935363,True
MMP1,2.981,7.66e-13,26.002041764943556,1.9596982887306589,0.8180804533362889,2.3954835746761014,0.01659845790927725,0.04827010912710486,True
FBXO45,2.978,4.28e-57,369.21778850195346,0.14637955124286814,0.22902000649616594,0.6391561745297509,0.5227213391159558,0.6515333957820397,True
APOBEC3B,2.967,1.9400000000000002e-29,81.17336022385906,1.3044725536484902,0.5855518663019779,2.227766025043722,0.025896121562072855,0.06814600918638367,True
KRT16,2.964,1.14e-10,50010.82665889326,5.582124934210885,0.46803222721588067,11.926796082860594,8.581306633212751e-33,9.164835484271218e-30,True
PRSS53,2.948,4.8e-22,21.590715003437825,1.3199539358288421,0.5542065788936562,2.381700228935971,0.017232919384758634,0.04971535804452243,True
SAMD9,2.946,4.3e-33,361.43572336613323,0.8251408354438079,0.335101994153786,2.4623572817806982,0.01380270934768304,0.04167739209308874,True
DLGAP5,2.945,1.0599999999999999e-34,104.97864306641286,1.0209545479000577,0.5663896857232567,1.8025655721402132,0.0714564679699823,0.1503753848117066,True
IFIT3,2.937,1.14e-37,565.2255194880748,1.832355397422245,0.4376003391092438,4.187280570102142,2.8231674578540367e-05,0.00025273619823873526,True
SPRR1B,2.921,1.64e-35,15949.477478369752,3.8503882840764847,0.44427143060288043,8.66674744052633,4.4463977633858e-18,1.144277785854466e-15,True
DHRS9,2.9,3.87e-18,23.175749291351266,-0.43560293574324316,0.5964709955851106,-0.7303002810990611,0.46520665645127657,0.6009604095091676,False
IFI44,2.9,3.65e-21,922.3757196811616,3.085578051692393,0.4272179161283368,7.222492164316164,5.104334666375083e-13,4.8673476997219544e-11,True
PLBD1,2.891,1.45e-96,734.3661897754143,1.6215735889180278,0.21057441956369047,7.7007149884488495,1.3530698186951072e-14,1.817708888511163e-12,True
WFDC12,2.871,1.17e-17,47.68775018488032,1.482442853072412,0.6333850022701948,2.3405082971005036,0.01925751051283499,0.05417363684369226,True
PRKCQ,2.864,2.07e-21,34.973668752937236,1.9232928753932297,0.5061437205828461,3.799894767396257,0.00014475754480744262,0.0009938994397579474,True
CD274,2.85,2.5e-13,78.3620021689863,2.6916908849492334,0.42482799437096813,6.335954599542694,2.3587624290227176e-10,1.095286206172288e-08,True
ARSF,2.847,2.02e-30,121.27685196932644,3.5683205136145975,0.5386039070511052,6.6251292775639286,3.469444060970167e-11,2.041524108603933e-09,True
PRSS3,2.845,2.06e-45,2545.6098095380944,2.079629743029201,0.41275277812742545,5.038439117149142,4.6934366467818624e-07,8.020144542020847e-06,True
OAS3,2.841,6.54e-22,530.970118182652,2.5517179974736215,0.32569096552755156,7.834782869522861,4.6965360233504724e-15,7.165572104197578e-13,True
OTUB2,2.823,1.28e-36,60.15973951880098,1.5059515521186426,0.40104708603789224,3.7550492312425265,0.0001733074092906935,0.0011550222347735456,True
XDH,2.817,1.78e-16,29.202913422906683,1.7177268464497044,0.47387658165707414,3.6248401228080858,0.00028914026594557883,0.0017721767806592721,True
CDKN3,2.815,2.0000000000000002e-29,337.0534046945553,1.5141549022188383,0.44835645603783447,3.3771230052078622,0.0007324828600727631,0.0038197836648325733,True
LTB,2.785,1.64e-20,492.0542167770844,0.6255552277265918,0.4854199081822472,1.2886888592375818,0.19750627713595525,0.32424364611667084,True
AIM2,2.776,3.15e-18,27.898629272935327,3.1264177079037254,0.5434823862971008,5.752564916049798,8.78994979422064e-09,2.6295984258340737e-07,True
MKI67,2.774,6.57e-33,400.7235235151095,1.562367662784755,0.530870022845179,2.9430323724276253,0.0032501443005051593,0.013074026790732619,True
TNIP3,2.769,6.12e-12,127.03279721204018,5.737474995434754,0.5770713864552987,9.94240076722153,2.7218681961399213e-23,1.44271277906394e-20,True
TMEM86A,2.761,1.66e-47,40.62875626368952,0.4531311037606677,0.3961605839625463,1.143806633230093,0.2527038383211654,0.3886767540719348,True
LRP8,2.758,1.08e-47,63.20731339049948,1.8425554457685156,0.26855843433434107,6.86091073749198,6.842291004887015e-12,4.932541056619209e-10,True
ARG1,2.757,9.249999999999999e-24,344.6621187882388,0.5450940762958416,0.6149154719188239,0.8864536691439772,0.3753731097072819,0.5178891157302948,True
CARHSP1,2.755,2.6399999999999998e-40,2211.7733721538557,2.297232156021714,0.19762908020389403,11.623958142453825,3.1136881265033335e-31,3.1670656372433905e-28,True
KRT6A,2.738,5.32e-19,63234.5406566568,7.08571531898451,0.5647656486073234,12.546293026952755,4.165587837636098e-36,5.9317970807938035e-33,True
ZDHHC21,2.736,1.54e-23,374.70771722095554,0.037949115282450534,0.2631649621830388,0.14420276532122778,0.885340357359735,0.92568750468471,True
CD3D,2.721,1.16e-19,318.9659137701414,0.4051620202354604,0.4356813307198284,0.9299503826938275,0.35239677499393185,0.4942996528677689,True
IL36RN,2.719,1.02e-40,601.0284269062176,1.364773934904133,0.4212380564541992,3.2399112900487035,0.0011956689162164727,0.005719930134464469,True
LCK,2.718,5.86e-19,120.29454982672547,0.37597787623111245,0.46113332069382595,0.8153344366124146,0.41488090209510886,0.5537621738893661,True
KRT6B,2.716,1.74e-15,17742.36845684565,4.886297242410855,0.7276359177329108,6.7153051729978515,1.876730267770305e-11,1.2002083389093927e-09,True
LAMP3,2.716,1.4099999999999999e-24,182.12342832898378,1.8800873891564125,0.360459855083139,5.215802433041471,1.8302317170479449e-07,3.6434062885502424e-06,True
ADAP2,2.715,8.159999999999999e-74,342.1287494304072,2.1488051004580115,0.2601139709672392,8.261013787408784,1.4444039960866394e-16,2.8305017758174878e-14,True
CDK5R1,2.713,1.61e-58,78.65400314593516,0.8770824997215063,0.2680236716075406,3.272406852950635,0.0010663600351128017,0.005205770957278581,True
TRBC1,2.685,5.51e-18,230.38340190902272,-0.17553782475972318,0.5145672430572016,-0.34113680403905855,0.7330005956047638,0.8166115225639052,False
SLAMF7,2.684,3.34e-36,60.1081328817204,0.2675989172745531,0.43766053243430797,0.6114303151489201,0.540914738355105,0.667510474970538,True
GBP5,2.67,1.52e-19,62.96366962686859,0.29144949741036036,0.5225510519369723,0.557743585684167,0.5770194903854966,0.695627966736325,True
GM2A,2.67,7.57e-12,1120.1777420511025,1.4298457878346615,0.2794905508193866,5.115900282291338,3.12248000089232e-07,5.710288768755133e-06,True
GALNT6,2.669,3.0300000000000003e-21,352.1811695164879,2.1709545642905534,0.2740032791303771,7.923097019789909,2.316666740800382e-15,3.7487879987497085e-13,True
PDZK1IP1,2.665,1.91e-39,4818.793393513417,2.811459720818899,0.3202264115139526,8.779599744839912,1.6405744141989247e-18,4.610877564116977e-16,True
PARP9,2.662,3.29e-41,590.0181666878854,1.8623417644469817,0.2978648042146588,6.252305536255535,4.0443717734990616e-10,1.748740507731578e-08,True
TMEM45B,2.659,6.5400000000000004e-43,456.0366939711092,1.626051807282448,0.37246307614926694,4.3656724958980835,1.2673224406244008e-05,0.00012939774059147802,True
KLK10,2.644,7.86e-30,1118.2790566756057,2.005104160685421,0.2985471712160744,6.716205524634569,1.8651767342485842e-11,1.1964016529594523e-09,True
YIF1B,2.643,3.32e-32,446.9457257700653,1.0684546857927841,0.2107483187744298,5.0698135672265225,3.982055718970042e-07,6.986165164372561e-06,True
ACP3,2.635,2.37e-46,254.22866248149612,0.2757003744204263,0.4189611325661946,0.6580571632784252,0.5105014002110589,0.6410529046742045,True
IFIT1,2.625,6.67e-24,561.9669882582987,1.9574594706772965,0.43990699186687193,4.449712113849916,8.598547038863889e-06,9.4917294444513e-05,True
TYMS,2.623,3.59e-29,355.92376184857034,1.4151545262091911,0.3807635061933217,3.716623319175675,0.00020190311471122212,0.0013120324095624292,True
BIRC5,2.62,3.4599999999999998e-34,402.16647092726237,1.8246074479373604,0.48457936542369656,3.7653428481049693,0.0001663207061854947,0.0011161201018291445,True
SPRR3,2.61,1.36e-11,8.059650383228128,2.535527416918132,1.1847766914360323,2.1400888751827956,0.032347584969842094,0.08139291023157347,True
BCL2A1,2.582,9.729999999999999e-30,274.32305527814964,0.04681625034157289,0.500743529975194,0.09349347028785791,0.9255115369303228,0.951841097248156,True
LGALS2,2.58,4.06e-12,158.5221919799854,0.8425225304778249,0.5947820939483974,1.4165230242303177,0.1566224279134632,0.273009226393959,True
GJB2,2.566,1.31e-17,8389.160042885045,5.302216859691266,0.2987591317766156,17.74746374499365,1.8031547720303583e-70,1.9257692965284227e-66,True
NDC80,2.545,6.11e-44,78.58973151248061,0.8708436694935935,0.42638733856162647,2.0423769440042343,0.04111415496961163,0.09811175847960053,True
NLRX1,2.537,2.33e-34,255.2996668355396,1.5301478904357975,0.23966603386129323,6.384500405766179,1.7195792686281855e-10,8.272570535562621e-09,True
CHAC2,2.534,1.3099999999999999e-42,109.93861747826033,1.0484344710744187,0.23927309967648747,4.381748188542586,1.1773083163458618e-05,0.00012236140633715541,True
PBK,2.533,1.13e-24,133.54450047436768,0.8878173127118665,0.4796327269019641,1.8510357257029595,0.06416441365739692,0.1381883318937284,True
GGH,2.525,5.75e-57,1237.877074564582,1.0542438279291757,0.3162361751400697,3.3337230551255628,0.000856919327437222,0.004362201342721416,True
CYSRT1,2.519,7.56e-50,922.5174604828892,1.2089953140323855,0.42967478914177054,2.8137450569236897,0.004896804678427768,0.018124371500817384,True
AMMECR1,2.502,2.5e-14,343.16928520915735,0.6407864414281932,0.24167724743873661,2.651414016913726,0.008015551907399766,0.027022125748431026,True
SLC23A2,2.483,1.12e-14,288.56223259652234,1.2442803352053586,0.28856825268520964,4.311910002666531,1.6185031505999176e-05,0.00015865638961364958,True
CYP4F22,2.478,1.19e-38,472.3341563747708,0.4744210762614188,0.45369674850880115,1.0456788103964463,0.2957093491462889,0.43675506138602754,True
SLURP2,2.475,1.09e-22,121.08000992466236,-1.7185683367527969,0.7439674272552347,-2.3100048117606677,0.020887887731230615,0.057652086322776366,False
RIMS3,2.465,1.51e-28,28.325815011321765,1.0702588589421969,0.32737386540965363,3.2692251032407458,0.001078424697364279,0.00524838266933265,True
HORMAD1,2.464,8.12e-09,36.24762105670409,1.0361924744489708,2.4580922686551228,0.42154336013427796,0.6733583557873333,0.7725699349850911,True
HSD17B1,2.462,1.14e-32,630.3499445676156,1.6809698538742512,0.27742635554271206,6.059157034975548,1.3683675416005365e-09,5.167796405822072e-08,True
ALDH3B2,2.46,6.31e-12,1569.937957510801,1.5923706828468636,0.3813735830367635,4.175356536672764,2.9751970700460435e-05,0.00026369381500491074,True
CENPN,2.455,6.749999999999999e-38,241.95860944721682,1.4598832602271952,0.40410172891620816,3.6126627424796465,0.00030306877640828004,0.0018385541221473622,True
MAD2L1,2.447,2.34e-22,287.2525834543663,1.0818314266738722,0.3411707875435151,3.1709380350622443,0.0015194755179619563,0.00699935239673655,True
TTC39A,2.445,3.7100000000000004e-36,227.258360002284,1.9306797946931908,0.361580881270961,5.339551659664164,9.317671719919394e-08,2.0103582619947296e-06,True
SELL,2.437,1.01e-08,23.261122856879652,1.4828772646470012,0.5990386701081057,2.4754282797459357,0.013307648689062883,0.04050721922381348,True
FEN1,2.422,3.13e-32,246.65270311718015,1.2438613911457628,0.2584363940225416,4.813027189341102,1.486610543784153e-06,2.163079101854871e-05,True
TRIP13,2.422,3.1e-33,93.6361971206925,1.0161116456797428,0.390753964648278,2.600387296375499,0.009311860073721668,0.03044097508030224,True
CDC20,2.412,6.21e-22,383.7016793742084,2.1624582380917667,0.47168734374801646,4.5845161350078305,4.550389500154822e-06,5.5540754127604e-05,True
FLVCR2,2.412,1.93e-27,38.82740629663166,0.4907937525480629,0.40274275053829856,1.2186283971395562,0.22298526588633227,0.3546589778464029,True
SPC25,2.408,4.5600000000000004e-29,107.00695070537996,1.6779418474301424,0.5343531307249546,3.140136645505727,0.0016886904719389084,0.0076323378080014985,True
APOL6,2.407,1.02e-19,472.21110771196913,0.8336482773231987,0.3715264240210232,2.2438465299470214,0.024842277449572125,0.06595600763136543,True
MTFR2,2.389,1.0299999999999999e-38,44.42165555454058,0.7111512905433309,0.37341362458553495,1.9044599439366012,0.05685030868414604,0.12600475691406285,True
ALOX12B,2.349,6.6e-27,400.3455472412819,1.2899386939006328,0.45323560614576697,2.8460665411308623,0.004426294453014016,0.016727821924341718,True
UNC93A,2.349,7.6e-17,125.00473154726397,1.0945473499120075,0.44336752372909954,2.4687134066697745,0.013559977067956797,0.041108746398895,True
AURKA,2.346,1.93e-25,121.49096068001894,1.5299947072336462,0.3454949969636695,4.428413495650511,9.492877751314293e-06,0.00010256341364090709,True
CDK1,2.343,1.14e-20,351.2068371369242,1.0949257712913998,0.43546249492572475,2.5143974143586285,0.011923598614021789,0.037110311291782806,True
ASPM,2.341,2.4400000000000002e-21,244.17757923141727,0.47675742352427014,0.5367114791446074,0.8882936960545543,0.37438278976306727,0.5170578293895718,True
PGLYRP4,2.337,1.53e-28,199.7605796348203,1.9519690686197717,0.3550972136592721,5.496999113298458,3.863086419457144e-08,9.430345819383383e-07,True
SH3PXD2A-AS1,2.313,1.01e-15,177.78960541874594,3.1536550362927622,0.3450323596042075,9.140171779569817,6.23532065830917e-20,2.114070623198157e-17,True
IL36A,2.311,1.7e-09,0.12305427252353927,-0.4186803256450186,3.356723197157153,-0.1247288802364174,0.9007381928144408,,False
ESYT3,2.305,3.79e-31,41.249354272579296,-1.3924315258979978,0.3015070924247766,-4.618238047734805,3.8701213391553645e-06,4.82297501775721e-05,False
CCL22,2.297,1.86e-14,77.48003505686069,1.3160554470031696,0.5834375681048458,2.2556919865103193,0.024089927785107382,0.06445707847800247,True
CRABP2,2.29,2.19e-24,13114.221509578683,3.568310918027077,0.2918219183462638,12.227700161278038,2.2111050163281417e-34,2.4857475341457424e-31,True
CCNA2,2.289,5.4800000000000004e-27,157.00522441981548,1.7001724165230971,0.4835298004192283,3.516168838092336,0.0004378224671428934,0.002501173548588447,True
MELK,2.28,3.68e-33,95.14576068665168,1.7586633501449007,0.39610058080484045,4.439941356741907,8.998339440537338e-06,9.846543568128972e-05,True
C12orf56,2.278,1.2799999999999999e-28,35.60207758192163,1.565540315756029,0.3406618654112443,4.595584286682987,4.315383055950988e-06,5.312771301159256e-05,True
GINS2,2.269,1.38e-24,208.62308958176126,1.3879993892581073,0.4041165040173543,3.434651580571184,0.0005933161414381345,0.0032011196719167853,True
CFAP251,2.268,4.35e-08,593.120962600303,3.8566163861992817,0.5098875609921453,7.563660464073749,3.91881851068342e-14,4.747284847212917e-12,True
CCL13,2.259,1.17e-08,45.39287788981339,3.0702326661329957,1.0749362656441515,2.856199724821053,0.0042874533816204315,0.016309884992237296,True
DNASE1L3,2.259,6.45e-31,274.3737430202006,2.4600020929971222,0.3221157776582476,7.637012104408898,2.2232060652243016e-14,2.8743643359071554e-12,True
IFITM10,2.252,2.97e-25,38.594750475802904,0.45003540344617776,0.42749633809671717,1.0527234115029105,0.2924677755389744,0.43340583360014523,True
MREG,2.246,9.010000000000001e-31,451.0959151171674,1.6031613929633266,0.3159217965367134,5.074551393851114,3.8841124542334875e-07,6.833990281913286e-06,True
KRT78,2.245,1.44e-11,662.1704723839913,-0.6581611283023108,0.5306305733430584,-1.2403377441216576,0.2148504973478922,0.3449915570518207,False
PPIF,2.239,3.39e-16,1991.039814696304,1.3151779711830147,0.3568679503203067,3.685335065820781,0.0002284019560133995,0.0014576234778745784,True
IL7R,2.232,2.38e-12,513.7071039839716,-1.2862602265368628,0.5421031541943945,-2.3727222698940778,0.017657535483287287,0.050686591794935607,False
CD47,2.228,2.86e-56,2651.2958499685187,1.2387756801910277,0.19667636582174777,6.298548760626165,3.004452174807888e-10,1.359641916396112e-08,True
GBP1,2.226,2.69e-29,889.0209035243844,1.6445086078688063,0.3209898421436042,5.1232418972719,3.003266538757172e-07,5.525389601020947e-06,True
KLHL18,2.225,4.42e-15,461.0463271409706,0.32232415804003967,0.20718811555973993,1.5557077546134725,0.11977760175558508,0.22354299462641306,True
AURKB,2.215,9.100000000000001e-32,166.28826542451077,1.8999581950860878,0.41013820642078735,4.632482820039442,3.613063263437456e-06,4.5504145817820793e-05,True
POLR3G,2.21,1.55e-31,191.32770142175778,1.9197203065075383,0.2235781670528652,8.586349605655455,8.977620245638379e-18,2.154628858953211e-15,True
