gene,log2FC,padj,baseMean,log2FC_pseudobulk,lfcSE,stat,pvalue,padj_pseudobulk,same_direction
XAF1,2.206,6.84e-22,806.217734337697,1.8444939798956732,0.4682150730624045,3.9394160632881547,8.168017224061784e-05,0.0006154573125060406,True
ZC3H12A,2.204,1.61e-10,4277.324621038267,1.0683555723010918,0.37513887188845746,2.847893546523095,0.004400964301176246,0.016655669290064602,True
GZMA,2.197,5.44e-14,114.94145415755706,0.8973238715066725,0.5028969861419216,1.7843095032059715,0.07437338688728679,0.1552684226650288,True
KREMEN1,2.194,6.28e-22,747.1428269277309,0.07588496940596387,0.1599505149060864,0.47442779068588237,0.6351948793225266,0.7425802898245538,True
PLA2G2F,2.192,3.98e-19,150.03682109610173,0.21411887550784617,0.461902012492744,0.46355908767816806,0.6429636719278442,0.7481719631914415,True
RAB27A,2.191,3.43e-29,403.39012490239236,0.9416721909372429,0.1703386966215042,5.5282340983837415,3.23470232245537e-08,8.090543513775961e-07,True
OIP5,2.19,3.2e-29,66.6118627846629,1.4679643191063954,0.3938356918975782,3.7273521656542936,0.00019350199294492992,0.001266687885168159,True
SMPD3,2.184,2.6500000000000002e-33,24.053308755068144,-1.7901052033867522,0.5257340516696223,-3.404963398702727,0.0006617292235760182,0.003505589339182477,False
CD24,2.178,6.49e-39,4983.817520341899,3.3393451121820807,0.3834977133443995,8.707601104216199,3.1037334054426977e-18,8.184659943241484e-16,True
SDR9C7,2.175,9.73e-13,443.6790420632129,0.16797875714410118,0.43956890967260226,0.38214430877109656,0.7023543276601472,0.7942341277368173,True
CENPE,2.168,5.06e-20,185.559048681215,0.7610982040292228,0.4267895269817969,1.7833104045725203,0.07453578864780012,0.15553775356750787,True
FAM43A,2.168,3.08e-41,878.7656973751473,1.4030517053156053,0.320494560419428,4.3777707287120435,1.1989937987251916e-05,0.00012394958201994254,True
TAP2,2.164,9.36e-18,525.825665100759,1.2463718338192897,0.20078516347515166,6.2074896981794945,5.38376369089627e-10,2.2726717873032476e-08,True
PRR11,2.161,4.47e-27,56.47545925793352,0.5988299552846676,0.4193234354837572,1.4280860658165235,0.15326708767252756,0.2688113402543692,True
CHEK1,2.16,8.95e-27,171.37208488711394,0.7890010637274492,0.31529586602782106,2.502414870412,0.012334928616564642,0.03809080168423026,True
CYP2E1,2.151,1.74e-18,144.76219728074844,0.9300566303359861,0.417870091598796,2.2257075800221395,0.026033774707905463,0.06840711376071604,True
DDX60L,2.148,5.13e-28,179.56787530037397,1.2063339310796102,0.31501548457660017,3.8294432818151645,0.00012843347900195833,0.0008976894998304417,True
STS,2.146,5.9e-19,52.255866864428704,-0.5277883726217418,0.4438143737534217,-1.1892097323440345,0.23435714569819066,0.36802445464735717,False
CALHM6,2.143,3.29e-16,33.186342030304964,1.1896760644064202,0.34718747393614935,3.4266099837035346,0.0006111662009212247,0.003278380223927011,True
FABP5,2.132,2.38e-30,91806.60015755429,3.405921879525702,0.3172088505852263,10.737159045978807,6.810802201008489e-27,4.6928624197916555e-24,True
